station,model,history_hours,horizon,n,mae,rmse,mase,bias,high_n,high_mae,high_bias,overall_pinball,overall_coverage80,overall_width80,high_pinball,high_coverage80,high_width80
Changping,Chronos-2,168,1,147,12.603520902646641,21.674969898790827,0.2811416622802051,0.9047695114499047,23,24.628357597019363,-1.0662755551545515,4.272367026962661,0.782312925170068,39.76375858475562,7.476387267181837,0.8695652173913043,91.3445520815642
Changping,Chronos-2,168,6,147,35.02426087450819,56.35313468311542,0.7812720745618816,-2.7641187622433616,24,71.43378416697185,-41.35181268056234,11.307521002200724,0.7414965986394558,94.34585623514084,22.761558638678657,0.7916666666666666,196.08774026234946
Changping,Chronos-2,168,24,147,62.071944989314694,99.45104035194794,1.3846138654474562,-16.745060258982132,28,139.9114468438285,-128.26932866232735,20.118922133024046,0.6258503401360545,141.29295569698826,46.55747432481676,0.5714285714285714,237.83624873842513
Changping,Chronos-2,720,1,147,11.641891362715741,20.621927070082887,0.259690979614447,1.5518736158098494,23,25.253932123598844,1.6167662247367527,3.9610769829782497,0.7346938775510204,38.131611947299675,8.442995154339332,0.782608695652174,86.74801038659137
Changping,Chronos-2,720,6,147,31.304684385961416,55.25689198284341,0.6983009806075874,-0.31217014546297034,24,54.99114100138346,-39.21210606892904,10.11330286748285,0.782312925170068,91.23855813993077,19.22060104476081,0.75,184.91540479660034
Changping,Chronos-2,720,24,147,54.543815742544574,86.85907435746249,1.2166869197435193,-15.540496981873805,28,124.38492012023926,-118.87951850891113,17.145261626773408,0.6530612244897959,134.59768011780824,40.35619089035761,0.4642857142857143,216.4162698473249
Changping,Chronos-2,2160,1,147,11.510882111633716,20.10335207171053,0.25676860903976484,1.3133216390804368,23,24.131415325662363,0.3410923170006793,4.053529095811909,0.7278911564625851,35.907218465999684,7.819815395189367,0.6956521739130435,76.12080515985903
Changping,Chronos-2,2160,6,147,31.192171771510118,53.9100779157108,0.6957912070531446,1.6276508642702687,24,49.94558588663737,-30.54796600341797,10.223521880498009,0.7551020408163265,94.67565404152384,17.66843215094672,0.7916666666666666,191.5085703531901
Changping,Chronos-2,2160,24,147,56.30253955296108,85.5689084709487,1.255918063117784,-16.93286743942572,28,126.81132480076381,-120.66549873352051,17.472074923872135,0.6666666666666666,147.29526889567472,40.49704363005502,0.5,239.08961357389177
Changping,LightGBM calendar,0,1,147,69.31313894396409,98.5998187447964,1.5461402612085013,-3.47473744522681,23,170.79821210806438,-170.79821210806438,,,,,,
Changping,LightGBM calendar,0,6,147,66.68056700130225,85.4065769360955,1.4874165396588541,3.8211675578812536,24,143.19055692420594,-143.19055692420594,,,,,,
Changping,LightGBM calendar,0,24,147,69.34863100873712,90.7539034779361,1.5469319683961291,0.7178917448995472,28,141.79680247948383,-141.79680247948383,,,,,,
Changping,LightGBM global,24,1,147,10.524439152428819,18.260876578604755,0.2347644234286447,0.7553314529685142,23,19.181725588844113,-2.0954405668574325,,,,,,
Changping,LightGBM global,24,6,147,30.97170368909551,49.651822099057995,0.6908733143746982,2.0003887573141745,24,64.65531736364177,-38.135942532289896,,,,,,
Changping,LightGBM global,24,24,147,54.39921595129426,78.29042610580932,1.2134613904655105,-5.153775454523706,28,111.67509400393111,-105.02035112116589,,,,,,
Changping,LightGBM global,72,1,147,10.524439152428819,18.260876578604755,0.2347644234286447,0.7553314529685142,23,19.181725588844113,-2.0954405668574325,,,,,,
Changping,LightGBM global,72,6,147,30.97170368909551,49.651822099057995,0.6908733143746982,2.0003887573141745,24,64.65531736364177,-38.135942532289896,,,,,,
Changping,LightGBM global,72,24,147,54.39921595129426,78.29042610580932,1.2134613904655105,-5.153775454523706,28,111.67509400393111,-105.02035112116589,,,,,,
Changping,LightGBM global,168,1,147,10.524439152428819,18.260876578604755,0.2347644234286447,0.7553314529685142,23,19.181725588844113,-2.0954405668574325,,,,,,
Changping,LightGBM global,168,6,147,30.97170368909551,49.651822099057995,0.6908733143746982,2.0003887573141745,24,64.65531736364177,-38.135942532289896,,,,,,
Changping,LightGBM global,168,24,147,54.39921595129426,78.29042610580932,1.2134613904655105,-5.153775454523706,28,111.67509400393111,-105.02035112116589,,,,,,
Changping,LightGBM global,720,1,147,10.524439152428819,18.260876578604755,0.2347644234286447,0.7553314529685142,23,19.181725588844113,-2.0954405668574325,,,,,,
Changping,LightGBM global,720,6,147,30.97170368909551,49.651822099057995,0.6908733143746982,2.0003887573141745,24,64.65531736364177,-38.135942532289896,,,,,,
Changping,LightGBM global,720,24,147,54.39921595129426,78.29042610580932,1.2134613904655105,-5.153775454523706,28,111.67509400393111,-105.02035112116589,,,,,,
Changping,LightGBM global,2160,1,147,10.524439152428819,18.260876578604755,0.2347644234286447,0.7553314529685142,23,19.181725588844113,-2.0954405668574325,,,,,,
Changping,LightGBM global,2160,6,147,30.97170368909551,49.651822099057995,0.6908733143746982,2.0003887573141745,24,64.65531736364177,-38.135942532289896,,,,,,
Changping,LightGBM global,2160,24,147,54.39921595129426,78.29042610580932,1.2134613904655105,-5.153775454523706,28,111.67509400393111,-105.02035112116589,,,,,,
