station,model,history_hours,horizon,train_seconds,inference_seconds,local_fit_samples,donor_fit_samples,fitted_leaves,reused,n_origins,device
Tiantan,LightGBM global+local,24,24,0.0,0.0,0,82852,6200,True,143,cpu
Tiantan,LightGBM global,72,24,0.0,0.0,0,82852,6200,True,143,cpu
Tiantan,LightGBM global+local,72,24,0.6591994000191335,0.001461099978769198,25,82852,6200,False,143,cpu
Tiantan,LightGBM global,168,24,0.0,0.0,0,82852,6200,True,143,cpu
Tiantan,LightGBM global+local,168,24,0.6201028000214137,0.0013938999909441918,70,82852,6200,False,143,cpu
Tiantan,LightGBM global,720,24,0.0,0.0,0,82852,6200,True,143,cpu
Tiantan,LightGBM global+local,720,24,0.638448999990942,0.0014792000001762062,559,82852,6200,False,143,cpu
Tiantan,LightGBM global,2160,24,0.0,0.0,0,82852,6200,True,143,cpu
Tiantan,LightGBM global+local,2160,24,0.6397307000006549,0.0014681000029668212,1824,82852,6200,False,143,cpu
Tiantan,Chronos-2,24,1,0.0,0.4535939000197686,0,0,0,False,143,cuda
Tiantan,Chronos-2,24,6,0.0,0.0,0,0,0,True,143,cuda
Tiantan,Chronos-2,24,24,0.0,0.0,0,0,0,True,143,cuda
Tiantan,Chronos-2,72,1,0.0,0.21000469999853522,0,0,0,False,143,cuda
Tiantan,Chronos-2,72,6,0.0,0.0,0,0,0,True,143,cuda
Tiantan,Chronos-2,72,24,0.0,0.0,0,0,0,True,143,cuda
Tiantan,Chronos-2,168,1,0.0,0.2163287000148557,0,0,0,False,143,cuda
Tiantan,Chronos-2,168,6,0.0,0.0,0,0,0,True,143,cuda
Tiantan,Chronos-2,168,24,0.0,0.0,0,0,0,True,143,cuda
Tiantan,Chronos-2,720,1,0.0,0.3408904999960214,0,0,0,False,143,cuda
Tiantan,Chronos-2,720,6,0.0,0.0,0,0,0,True,143,cuda
Tiantan,Chronos-2,720,24,0.0,0.0,0,0,0,True,143,cuda
Tiantan,Chronos-2,2160,1,0.0,0.923974300007103,0,0,0,False,143,cuda
Tiantan,Chronos-2,2160,6,0.0,0.0,0,0,0,True,143,cuda
Tiantan,Chronos-2,2160,24,0.0,0.0,0,0,0,True,143,cuda
