station,model,history_hours,horizon,train_seconds,inference_seconds,local_fit_samples,donor_fit_samples,fitted_leaves,reused,n_origins,device
Wanshouxigong,Seasonal week,720,24,0.0,0.0,0,0,0,True,145,cpu
Wanshouxigong,Seasonal week,2160,24,0.0,0.0,0,0,0,True,145,cpu
Wanshouxigong,LightGBM calendar,0,24,0.204066900012549,0.001341900002444163,0,94421,6200,False,145,cpu
Wanshouxigong,LightGBM global,24,24,0.6201334000215866,0.0013859000173397362,0,82791,6200,False,145,cpu
Wanshouxigong,LightGBM global+local,24,24,0.0,0.0,0,82791,6200,True,145,cpu
Wanshouxigong,LightGBM global,72,24,0.0,0.0,0,82791,6200,True,145,cpu
Wanshouxigong,LightGBM global+local,72,24,0.6351212000008672,0.0015229999844450504,25,82791,6200,False,145,cpu
Wanshouxigong,LightGBM global,168,24,0.0,0.0,0,82791,6200,True,145,cpu
Wanshouxigong,LightGBM global+local,168,24,0.6391684999980498,0.0014080999826546758,121,82791,6200,False,145,cpu
Wanshouxigong,LightGBM global,720,24,0.0,0.0,0,82791,6200,True,145,cpu
Wanshouxigong,LightGBM global+local,720,24,0.6434073999989778,0.001427799987141043,645,82791,6200,False,145,cpu
Wanshouxigong,LightGBM global,2160,24,0.0,0.0,0,82791,6200,True,145,cpu
Wanshouxigong,LightGBM global+local,2160,24,0.6122568999999203,0.0016318000270985067,1760,82791,6200,False,145,cpu
Wanshouxigong,Chronos-2,24,1,0.0,0.5061945000197738,0,0,0,False,145,cuda
Wanshouxigong,Chronos-2,24,6,0.0,0.0,0,0,0,True,145,cuda
Wanshouxigong,Chronos-2,24,24,0.0,0.0,0,0,0,True,145,cuda
Wanshouxigong,Chronos-2,72,1,0.0,0.21916719997534528,0,0,0,False,145,cuda
Wanshouxigong,Chronos-2,72,6,0.0,0.0,0,0,0,True,145,cuda
Wanshouxigong,Chronos-2,72,24,0.0,0.0,0,0,0,True,145,cuda
Wanshouxigong,Chronos-2,168,1,0.0,0.22701269999379292,0,0,0,False,145,cuda
Wanshouxigong,Chronos-2,168,6,0.0,0.0,0,0,0,True,145,cuda
Wanshouxigong,Chronos-2,168,24,0.0,0.0,0,0,0,True,145,cuda
Wanshouxigong,Chronos-2,720,1,0.0,0.36997249998967163,0,0,0,False,145,cuda
Wanshouxigong,Chronos-2,720,6,0.0,0.0,0,0,0,True,145,cuda
Wanshouxigong,Chronos-2,720,24,0.0,0.0,0,0,0,True,145,cuda
Wanshouxigong,Chronos-2,2160,1,0.0,0.9452764000161551,0,0,0,False,145,cuda
Wanshouxigong,Chronos-2,2160,6,0.0,0.0,0,0,0,True,145,cuda
Wanshouxigong,Chronos-2,2160,24,0.0,0.0,0,0,0,True,145,cuda
